Distribution,ttl,DisParameter 1,DisParameter 2,Replacement Policy,NumberOfItems,CacheCapacity,Lower,Mean,Upper
Zipf,305,1.0,1000,TTL,1000,250,0.7287262567478172,0.7308564102281939,0.7329865637085706
Zipf,305,1.0,1000,TTL,1000,300,0.7301216385062632,0.7322635675520627,0.7344054965978621
Zipf,305,1.0,1000,TTL,1000,350,0.7301216385062632,0.7322635675520627,0.7344054965978621
Zipf,305,1.0,1000,TTL,1000,400,0.7301216385062632,0.7322635675520627,0.7344054965978621
Zipf,305,1.0,1000,TTL,1000,450,0.7301216385062632,0.7322635675520627,0.7344054965978621
Zipf,355,1.0,1000,TTL,1000,100,0.574288823891585,0.5759703441826832,0.5776518644737815
Zipf,355,1.0,1000,TTL,1000,150,0.6438626319217529,0.6457581534864264,0.6476536750510999
Zipf,355,1.0,1000,TTL,1000,200,0.6952752654208726,0.6973186324920789,0.6993619995632853
Zipf,355,1.0,1000,TTL,1000,250,0.7354673974017795,0.7376167926467666,0.7397661878917537
Zipf,355,1.0,1000,TTL,1000,300,0.7486944470328697,0.7509033986869984,0.7531123503411271
Zipf,355,1.0,1000,TTL,1000,350,0.7487043446365395,0.7509129849457369,0.7531216252549343
Zipf,355,1.0,1000,TTL,1000,400,0.7487043446365395,0.7509129849457369,0.7531216252549343
Zipf,355,1.0,1000,TTL,1000,450,0.7487043446365395,0.7509129849457369,0.7531216252549343
Zipf,405,1.0,1000,TTL,1000,100,0.574288823891585,0.5759703441826832,0.5776518644737815
Zipf,405,1.0,1000,TTL,1000,150,0.6438626319217529,0.6457581534864264,0.6476536750510999
Zipf,405,1.0,1000,TTL,1000,200,0.6952752654208726,0.6973186324920789,0.6993619995632853
Zipf,405,1.0,1000,TTL,1000,250,0.7357599492647687,0.7379255983883312,0.7400912475118936
Zipf,405,1.0,1000,TTL,1000,300,0.7629242544077635,0.7651640140104079,0.7674037736130523
Zipf,405,1.0,1000,TTL,1000,350,0.7642998113907733,0.7665638441805231,0.768827876970273
Zipf,405,1.0,1000,TTL,1000,400,0.7642998113907733,0.7665638441805231,0.768827876970273
Zipf,405,1.0,1000,TTL,1000,450,0.7642998113907733,0.7665638441805231,0.768827876970273
Zipf,455,1.0,1000,TTL,1000,100,0.574288823891585,0.5759703441826832,0.5776518644737815
Zipf,455,1.0,1000,TTL,1000,150,0.6438626319217529,0.6457581534864264,0.6476536750510999
Zipf,455,1.0,1000,TTL,1000,200,0.6952752654208726,0.6973186324920789,0.6993619995632853
Zipf,455,1.0,1000,TTL,1000,250,0.73576062274331,0.7379262527782473,0.7400918828131846
Zipf,455,1.0,1000,TTL,1000,300,0.76857327830171,0.7708518565955569,0.7731304348894038
Zipf,455,1.0,1000,TTL,1000,350,0.7781216640729519,0.7804026168466663,0.7826835696203808
Zipf,455,1.0,1000,TTL,1000,400,0.7781275395545537,0.7804085118020996,0.7826894840496454
Zipf,455,1.0,1000,TTL,1000,450,0.7781275395545537,0.7804085118020996,0.7826894840496454
Zipf,505,1.0,1000,TTL,1000,100,0.574288823891585,0.5759703441826832,0.5776518644737815
Zipf,505,1.0,1000,TTL,1000,150,0.6438626319217529,0.6457581534864264,0.6476536750510999
Zipf,505,1.0,1000,TTL,1000,200,0.6952752654208726,0.6973186324920789,0.6993619995632853
Zipf,505,1.0,1000,TTL,1000,250,0.73576062274331,0.7379262527782473,0.7400918828131846
Zipf,505,1.0,1000,TTL,1000,300,0.7689069112616997,0.7711614147471695,0.7734159182326392
Zipf,505,1.0,1000,TTL,1000,350,0.789663206716228,0.7919783758201978,0.7942935449241676
Zipf,505,1.0,1000,TTL,1000,400,0.7903415295416132,0.792656054137895,0.7949705787341768
Zipf,505,1.0,1000,TTL,1000,450,0.7903415295416132,0.792656054137895,0.7949705787341768
Zipf,555,1.0,1000,TTL,1000,100,0.574288823891585,0.5759703441826832,0.5776518644737815
Zipf,555,1.0,1000,TTL,1000,150,0.6438626319217529,0.6457581534864264,0.6476536750510999
Zipf,555,1.0,1000,TTL,1000,200,0.6952752654208726,0.6973186324920789,0.6993619995632853
Zipf,555,1.0,1000,TTL,1000,250,0.73576062274331,0.7379262527782473,0.7400918828131846
Zipf,555,1.0,1000,TTL,1000,300,0.7689109326179631,0.7711654395143419,0.7734199464107208
Zipf,555,1.0,1000,TTL,1000,350,0.7961793195349518,0.79852859471483,0.8008778698947081
Zipf,555,1.0,1000,TTL,1000,400,0.8012419809378548,0.803596357445807,0.8059507339537593
Zipf,555,1.0,1000,TTL,1000,450,0.8012448387952489,0.8035992478239594,0.80595365685267
Zipf,605,1.0,1000,TTL,1000,100,0.574288823891585,0.5759703441826832,0.5776518644737815
Zipf,605,1.0,1000,TTL,1000,150,0.6438626319217529,0.6457581534864264,0.6476536750510999
Zipf,605,1.0,1000,TTL,1000,200,0.6952752654208726,0.6973186324920789,0.6993619995632853
Zipf,605,1.0,1000,TTL,1000,250,0.73576062274331,0.7379262527782473,0.7400918828131846
Zipf,605,1.0,1000,TTL,1000,300,0.7689109326179631,0.7711654395143419,0.7734199464107208
Zipf,605,1.0,1000,TTL,1000,350,0.7973977355614333,0.7997393171581688,0.8020808987549043
Zipf,605,1.0,1000,TTL,1000,400,0.8106828138373857,0.8130673820483365,0.8154519502592873
Zipf,605,1.0,1000,TTL,1000,450,0.8105705981863246,0.8129753061866329,0.8153800141869413
Zipf,655,1.0,1000,TTL,1000,100,0.574288823891585,0.5759703441826832,0.5776518644737815
Zipf,655,1.0,1000,TTL,1000,150,0.6438626319217529,0.6457581534864264,0.6476536750510999
Zipf,655,1.0,1000,TTL,1000,200,0.6952752654208726,0.6973186324920789,0.6993619995632853
Zipf,655,1.0,1000,TTL,1000,250,0.73576062274331,0.7379262527782473,0.7400918828131846
Zipf,655,1.0,1000,TTL,1000,300,0.7689109326179631,0.7711654395143419,0.7734199464107208
Zipf,655,1.0,1000,TTL,1000,350,0.797449904805517,0.7997784897443161,0.8021070746831152
Zipf,655,1.0,1000,TTL,1000,400,0.8153961284847758,0.8203472905698984,0.825298452655021
Zipf,655,1.0,1000,TTL,1000,450,0.8196046977915914,0.822017402489256,0.8244301071869207
Zipf,,1.0,1000,LRU,1000,105,0.5824762590154229,0.5841801939274873,0.5858841288395518
Zipf,,1.0,1000,LRU,1000,155,0.6497422131886951,0.6516498764727835,0.6535575397568719
Zipf,,1.0,1000,LRU,1000,205,0.6997225609920275,0.7017872564893626,0.7038519519866977
Zipf,,1.0,1000,LRU,1000,255,0.7392920058263494,0.7414513357377038,0.7436106656490583
Zipf,,1.0,1000,LRU,1000,305,0.771990404252982,0.7742522549267375,0.776514105600493
Zipf,,1.0,1000,LRU,1000,355,0.8000528012478146,0.8024217606134553,0.8047907199790959
Zipf,,1.0,1000,LRU,1000,405,0.8246432856981081,0.8270705530929332,0.8294978204877583
Zipf,,1.0,1000,LRU,1000,455,0.8462672124180343,0.8487565649795359,0.8512459175410375
Zipf,,1.0,1000,LRU,1000,505,0.8662589532149576,0.8688126628294526,0.8713663724439475
